"Restaurant";"Category";"Product";"ImagePath";"ProductId"
"Karadeniz Pidecisi, Şişli (Merkez)";"Kapalı Pideler";"Ton Balıklı Pide (Kapalı)";"/ProductImages/TR_ISTANBUL/karadeniz_pidecisi/karadeniz_pidecisi-ton_balikli_pide_(kapali).jpg";"KDPC010311"
"Venge, Levent 4.";"Fırın Ürünleri";"Venge Lahmacun";"/ProductImages/TR_ISTANBUL/venge/lahmacun12.jpg";"VNGE010104"
"Venge, Levent 4.";"Başlangıçlar";"Kızartma İçli Köfte (Adet)";"/ProductImages/TR_ISTANBUL/venge/cig-kofte2.jpg";"VNGE010110"
"Venge, Levent 4.";"Başlangıçlar";"Çiğ Köfte (7 Sıkım)";"/ProductImages/TR_ISTANBUL/venge/cig-kofte12.jpg";"VNGE010116"
"Venge, Levent 4.";"Izgaralar";"Tavuk Kanat";"/ProductImages/TR_ISTANBUL/venge/soslu-kanat2.jpg";"VNGE010201"
"Venge, Levent 4.";"Izgaralar";"Tavuk Külbastı";"/ProductImages/TR_ISTANBUL/venge/kulbasti2.jpg";"VNGE010204"
"Venge, Levent 4.";"Izgaralar";"Tavuk Şiş";"/ProductImages/TR_ISTANBUL/venge/tavuk-sis2.jpg";"VNGE010206"
"Venge, Levent 4.";"Kebaplar";"Adana Kebap";"/ProductImages/TR_ISTANBUL/venge/acili-acisiz-kebap12.jpg";"VNGE010301"
"Venge, Levent 4.";"Kebaplar";"Alinazik Kebap";"/ProductImages/TR_ISTANBUL/venge/ali-nazik12.jpg";"VNGE010302"
"Venge, Levent 4.";"Kebaplar";"Beyti Kebap";"/ProductImages/TR_ISTANBUL/venge/beyti2.jpg";"VNGE010303"
"Venge, Levent 4.";"Izgaralar";"Kuzu Çöp Şiş";"/ProductImages/TR_ISTANBUL/venge/cop-sis2.jpg";"VNGE010304"
"Venge, Levent 4.";"Et Dönerler";"Et Döner";"/ProductImages/TR_ISTANBUL/venge/Venge-Doner2.jpg";"VNGE010305"
"Venge, Levent 4.";"Kebaplar";"Altı Ezmeli Kebap";"/ProductImages/TR_ISTANBUL/venge/ezmeli-kebap2.jpg";"VNGE010306"
"Venge, Levent 4.";"Et Dönerler";"İskender (Et Dönerden)";"/ProductImages/TR_ISTANBUL/venge/iskender-kenap2.jpg";"VNGE010308"
"Venge, Levent 4.";"Izgaralar";"Kuzu Kaburga (6 Parça)";"/ProductImages/TR_ISTANBUL/venge/kaburga2.jpg";"VNGE010309"
"Venge, Levent 4.";"Izgaralar";"Kuzu Şiş";"/ProductImages/TR_ISTANBUL/venge/kuzu-sis.jpg";"VNGE010310"
"Venge, Levent 4.";"Kebaplar";"Patlıcanlı Kebap";"/ProductImages/TR_ISTANBUL/venge/patlicanli12.jpg";"VNGE010312"
"Venge, Levent 4.";"Izgaralar";"Kuzu Pirzola (3 Parça)";"/ProductImages/TR_ISTANBUL/venge/pirzola2.jpg";"VNGE010313"
"Venge, Levent 4.";"Kebaplar";"Urfa Kebap";"/ProductImages/TR_ISTANBUL/venge/acili-acisiz-kebap12.jpg";"VNGE010315"
"Venge, Levent 4.";"Kebaplar";"Yoğurtlu Kebap";"/ProductImages/TR_ISTANBUL/venge/yogurtlu-kebap2.jpg";"VNGE010318"
